year,month,dayofyear,weekday,hour,rate_of_change,wind_chill,rel_hum_,rain,snow,created,is_holiday
2016,10,284,0,15,1.0,11.2,55.0,0.0,0.0,0,1
2016,10,284,0,16,1.0,11.5,56.0,0.0,0.0,0,1
2016,10,284,0,17,0.0,11.4,57.0,0.0,0.0,1,1
2016,10,284,0,18,-3.0,10.6,61.0,0.0,0.0,0,1
2016,10,284,0,19,-1.0,9.4,71.0,0.0,0.0,0,1
2016,10,284,0,20,5.0,9.1,73.0,0.0,0.0,0,1
2016,10,284,0,21,1.0,9.6,70.0,0.0,0.0,0,1
2016,10,284,0,22,-4.0,10.6,59.0,0.0,0.0,0,1
2016,10,284,0,23,4.0,12.4,55.0,0.0,0.0,0,1
2016,10,285,1,0,0.0,10.2,63.0,0.0,0.0,0,0
2016,10,285,1,1,-1.0,10.0,64.0,0.0,0.0,0,0
2016,10,285,1,2,-3.0,9.8,64.0,0.0,0.0,0,0
2016,10,285,1,3,0.0,9.2,67.0,0.0,0.0,1,0
2016,10,285,1,4,0.0,8.0,87.0,0.0,0.0,1,0
2016,10,285,1,5,0.0,7.7,78.0,0.0,0.0,0,0
2016,10,285,1,6,0.0,7.1,84.0,0.0,0.0,1,0
2016,10,285,1,7,0.0,7.1,81.0,0.0,0.0,1,0
2016,10,285,1,8,0.0,11.1,72.0,0.0,0.0,1,0
2016,10,285,1,9,0.0,13.5,67.0,0.0,0.0,1,0
2016,10,285,1,10,-1.0,14.5,57.0,0.0,0.0,0,0
2016,10,285,1,11,-3.0,15.0,62.0,0.0,0.0,0,0
2016,10,285,1,12,14.0,15.4,68.0,0.0,0.0,0,0
2016,10,285,1,13,4.0,15.4,68.0,0.0,0.0,0,0
2016,10,285,1,14,0.0,15.2,70.0,0.0,0.0,0,0
2016,10,285,1,15,1.0,15.3,67.0,0.0,0.0,0,0
2016,10,285,1,16,2.0,15.3,67.0,0.0,0.0,0,0
2016,10,285,1,17,-2.0,15.5,64.0,0.0,0.0,0,0
2016,10,285,1,18,1.0,15.0,68.0,0.0,0.0,0,0
2016,10,285,1,19,-1.0,14.9,68.0,0.0,0.0,0,0
2016,10,285,1,20,-12.0,14.9,64.0,0.0,0.0,0,0
2016,10,285,1,21,-16.0,15.2,63.0,0.0,0.0,0,0
2016,10,285,1,22,-18.0,14.3,72.0,0.0,0.0,0,0
2016,10,285,1,23,-1.0,13.4,83.0,0.0,0.0,0,0
2016,10,286,2,0,0.0,14.6,77.0,0.0,0.0,0,0
2016,10,286,2,1,1.0,16.1,67.0,0.0,0.0,0,0
2016,10,286,2,2,0.0,15.9,70.0,0.0,0.0,0,0
2016,10,286,2,3,0.0,15.8,73.0,0.0,0.0,1,0
2016,10,286,2,4,0.0,15.7,74.0,0.0,0.0,1,0
2016,10,286,2,5,0.0,15.5,77.0,0.0,0.0,1,0
2016,10,286,2,6,0.0,14.3,83.0,0.0,0.0,1,0
2016,10,286,2,7,0.0,13.7,89.0,0.0,0.0,1,0
2016,10,286,2,8,0.0,15.6,83.0,0.0,0.0,1,0
2016,10,286,2,9,0.0,16.7,81.0,0.0,0.0,1,0
2016,10,286,2,10,0.0,17.8,75.0,0.0,0.0,1,0
2016,10,286,2,11,0.0,18.4,74.0,0.0,0.0,1,0
2016,10,286,2,12,-1.0,19.4,71.0,0.0,0.0,0,0
2016,10,286,2,13,0.0,20.1,68.0,0.0,0.0,1,0
2016,10,286,2,14,-2.0,20.4,71.0,0.0,0.0,0,0
2016,10,286,2,15,1.0,21.0,65.0,0.0,0.0,0,0
2016,10,286,2,16,-3.0,20.0,71.0,0.0,0.0,0,0
2016,10,286,2,17,-3.0,20.0,69.0,0.0,0.0,0,0
2016,10,286,2,18,1.0,19.1,76.0,0.0,0.0,0,0
2016,10,286,2,19,-1.0,19.6,71.0,0.0,0.0,0,0
2016,10,286,2,20,-2.0,19.1,75.0,0.0,0.0,0,0
2016,10,286,2,21,2.0,19.2,73.0,0.0,0.0,0,0
2016,10,286,2,22,0.0,19.3,71.0,0.0,0.0,1,0
2016,10,286,2,23,-2.0,19.6,69.0,0.0,0.0,0,0
2016,10,287,3,0,1.0,19.8,68.0,0.0,0.0,0,0
2016,10,287,3,1,0.0,19.7,69.0,0.0,0.0,0,0
2016,10,287,3,2,3.0,18.2,84.0,1.0,0.0,0,0
2016,10,287,3,3,2.0,18.0,87.0,0.0,0.0,0,0
2016,10,287,3,4,3.0,15.7,75.0,0.0,0.0,0,0
2016,10,287,3,5,1.0,14.6,76.0,0.0,0.0,0,0
2016,10,287,3,6,0.0,14.1,75.0,0.0,0.0,1,0
2016,10,287,3,7,0.0,13.5,75.0,0.0,0.0,1,0
2016,10,287,3,8,0.0,13.0,72.0,0.0,0.0,1,0
2016,10,287,3,9,-1.0,13.1,65.0,0.0,0.0,0,0
2016,10,287,3,10,-2.0,13.4,56.0,0.0,0.0,0,0
2016,10,287,3,11,13.0,14.1,55.0,0.0,0.0,0,0
2016,10,287,3,12,1.0,12.9,58.0,0.0,0.0,0,0
2016,10,287,3,13,6.0,13.6,52.0,0.0,0.0,0,0
2016,10,287,3,14,1.0,12.8,55.0,0.0,0.0,0,0
2016,10,287,3,15,-1.0,13.5,49.0,0.0,0.0,0,0
2016,10,287,3,16,2.0,13.3,49.0,0.0,0.0,0,0
2016,10,287,3,17,1.0,12.4,52.0,0.0,0.0,0,0
2016,10,287,3,18,-3.0,11.2,54.0,0.0,0.0,0,0
2016,10,287,3,19,-5.0,10.1,57.0,0.0,0.0,0,0
2016,10,287,3,20,-34.0,9.5,58.0,0.0,0.0,0,0
2016,10,287,3,21,-20.0,9.0,57.0,0.0,0.0,0,0
2016,10,287,3,22,-8.0,8.8,59.0,0.0,0.0,0,0
2016,10,287,3,23,0.0,8.4,62.0,0.0,0.0,0,0
2016,10,288,4,0,0.0,7.9,66.0,0.0,0.0,0,0
2016,10,288,4,1,1.0,6.8,72.0,0.0,0.0,0,0
2016,10,288,4,2,2.0,6.1,76.0,0.0,0.0,0,0
2016,10,288,4,3,2.0,6.7,76.0,0.0,0.0,0,0
2016,10,288,4,4,0.0,8.4,67.0,0.0,0.0,0,0
2016,10,288,4,5,0.0,9.6,65.0,0.0,0.0,1,0
2016,10,288,4,6,0.0,8.7,68.0,0.0,0.0,1,0
2016,10,288,4,7,0.0,8.9,68.0,0.0,0.0,1,0
2016,10,288,4,8,0.0,10.1,59.0,0.0,0.0,1,0
2016,10,288,4,9,1.0,11.2,63.0,0.0,0.0,0,0
2016,10,288,4,10,-4.0,12.1,64.0,0.0,0.0,0,0
2016,10,288,4,11,10.0,12.7,56.0,0.0,0.0,0,0
2016,10,288,4,12,14.0,13.0,55.0,0.0,0.0,0,0
2016,10,288,4,13,3.0,13.5,52.0,0.0,0.0,0,0
2016,10,288,4,14,0.0,13.9,49.0,0.0,0.0,0,0
2016,10,288,4,15,0.0,14.1,50.0,0.0,0.0,0,0
2016,10,288,4,16,0.0,14.2,54.0,0.0,0.0,0,0
2016,10,288,4,17,-6.0,13.7,56.0,0.0,0.0,0,0
2016,10,288,4,18,-2.0,13.0,59.0,0.0,0.0,0,0
2016,10,288,4,19,-15.0,13.3,59.0,0.0,0.0,0,0
2016,10,288,4,20,-6.0,13.4,65.0,0.0,0.0,0,0
2016,10,288,4,21,-3.0,13.7,62.0,0.0,0.0,0,0
2016,10,288,4,22,-13.0,13.3,65.0,0.0,0.0,0,0
2016,10,288,4,23,1.0,13.2,61.0,0.0,0.0,0,0
2016,10,289,5,0,0.0,13.1,65.0,0.0,0.0,0,0
2016,10,289,5,1,4.0,12.9,72.0,0.0,0.0,0,0
2016,10,289,5,2,-1.0,12.5,75.0,0.0,0.0,0,0
2016,10,289,5,3,4.0,13.6,77.0,0.0,0.0,0,0
2016,10,289,5,4,0.0,13.5,78.0,0.0,0.0,1,0
2016,10,289,5,5,0.0,13.4,76.0,0.0,0.0,1,0
2016,10,289,5,6,1.0,12.1,86.0,0.0,0.0,0,0
2016,10,289,5,7,0.0,12.9,81.0,0.0,0.0,1,0
2016,10,289,5,8,0.0,13.6,78.0,0.0,0.0,1,0
2016,10,289,5,9,0.0,14.5,74.0,0.0,0.0,1,0
2016,10,289,5,10,-2.0,15.5,72.0,0.0,0.0,0,0
2016,10,289,5,11,0.0,15.6,70.0,0.0,0.0,1,0
2016,10,289,5,12,1.0,16.5,66.0,0.0,0.0,0,0
2016,10,289,5,13,-1.0,17.2,65.0,0.0,0.0,0,0
2016,10,289,5,14,-3.0,17.8,63.0,0.0,0.0,0,0
2016,10,289,5,15,1.0,17.9,62.0,0.0,0.0,0,0
2016,10,289,5,16,5.0,18.2,66.0,0.0,0.0,0,0
2016,10,289,5,17,0.0,17.0,76.0,0.0,0.0,0,0
2016,10,289,5,18,1.0,16.3,83.0,0.0,0.0,0,0
2016,10,289,5,19,-2.0,16.0,82.0,0.0,0.0,0,0
2016,10,289,5,20,3.0,16.7,82.0,0.0,0.0,0,0
2016,10,289,5,21,-1.0,16.5,87.0,0.0,0.0,0,0
2016,10,289,5,22,-3.0,16.6,87.0,0.0,0.0,0,0
2016,10,289,5,23,-1.0,17.6,83.0,0.0,0.0,0,0
2016,10,290,6,0,1.0,17.8,87.0,0.0,0.0,0,0
2016,10,290,6,1,2.0,18.3,87.0,0.0,0.0,0,0
2016,10,290,6,2,2.0,18.3,86.0,0.0,0.0,0,0
2016,10,290,6,3,2.0,18.1,88.0,0.0,0.0,0,0
2016,10,290,6,4,0.0,18.0,89.0,0.0,0.0,1,0
2016,10,290,6,5,-2.0,17.9,89.0,0.0,0.0,0,0
2016,10,290,6,6,0.0,18.0,89.0,0.0,0.0,1,0
2016,10,290,6,7,0.0,18.0,89.0,0.0,0.0,1,0
2016,10,290,6,8,0.0,17.8,91.0,1.0,0.0,1,0
2016,10,290,6,9,0.0,17.9,93.0,0.0,0.0,1,0
2016,10,290,6,10,0.0,18.5,90.0,0.0,0.0,1,0
2016,10,290,6,11,-1.0,20.7,78.0,0.0,0.0,0,0
2016,10,290,6,12,-1.0,19.9,81.0,0.0,0.0,0,0
2016,10,290,6,13,-1.0,19.3,86.0,1.0,0.0,0,0
2016,10,290,6,14,-3.0,19.6,88.0,0.0,0.0,0,0
2016,10,290,6,15,1.0,20.5,80.0,0.0,0.0,0,0
2016,10,290,6,16,0.0,20.7,74.0,0.0,0.0,0,0
2016,10,290,6,17,2.0,20.6,72.0,0.0,0.0,0,0
2016,10,290,6,18,0.0,20.2,72.0,0.0,0.0,1,0
2016,10,290,6,19,-1.0,19.5,77.0,0.0,0.0,0,0
2016,10,290,6,20,-9.0,17.5,91.0,0.0,0.0,0,0
2016,10,290,6,21,0.0,17.5,93.0,0.0,0.0,0,0
2016,10,290,6,22,3.0,17.5,93.0,0.0,0.0,0,0
2016,10,290,6,23,-2.0,17.4,94.0,0.0,0.0,0,0
2016,10,291,0,0,1.0,17.5,94.0,0.0,0.0,0,0
2016,10,291,0,1,1.0,17.5,95.0,0.0,0.0,0,0
2016,10,291,0,2,4.0,17.8,92.0,0.0,0.0,0,0
2016,10,291,0,3,3.0,17.6,93.0,0.0,0.0,0,0
2016,10,291,0,4,4.0,17.5,92.0,0.0,0.0,0,0
2016,10,291,0,5,0.0,17.4,92.0,0.0,0.0,1,0
2016,10,291,0,6,0.0,16.8,94.0,0.0,0.0,1,0
2016,10,291,0,7,0.0,16.5,96.0,0.0,0.0,1,0
2016,10,291,0,8,0.0,16.2,97.0,1.0,0.0,1,0
2016,10,291,0,9,-1.0,16.0,98.0,1.0,0.0,0,0
2016,10,291,0,10,-3.0,16.1,98.0,1.0,0.0,0,0
2016,10,291,0,11,12.0,16.3,98.0,1.0,0.0,0,0
2016,10,291,0,12,4.0,16.5,99.0,0.0,0.0,0,0
2016,10,291,0,13,-5.0,16.9,99.0,0.0,0.0,0,0
2016,10,291,0,14,1.0,17.2,99.0,0.0,0.0,0,0
2016,10,291,0,15,-1.0,17.9,98.0,0.0,0.0,0,0
2016,10,291,0,16,1.0,18.4,95.0,0.0,0.0,0,0
2016,10,291,0,17,-1.0,19.2,90.0,0.0,0.0,0,0
2016,10,291,0,18,-2.0,17.0,95.0,0.0,0.0,0,0
2016,10,291,0,19,-8.0,17.1,96.0,0.0,0.0,0,0
2016,10,291,0,20,-23.0,19.7,85.0,0.0,0.0,0,0
2016,10,291,0,21,-16.0,17.6,93.0,0.0,0.0,0,0
2016,10,291,0,22,-1.0,16.9,95.0,0.0,0.0,0,0
2016,10,291,0,23,0.0,16.9,94.0,0.0,0.0,0,0
2016,10,292,1,0,-4.0,17.0,94.0,0.0,0.0,0,0
2016,10,292,1,1,0.0,17.5,91.0,0.0,0.0,0,0
2016,10,292,1,2,1.0,18.8,82.0,0.0,0.0,0,0
2016,10,292,1,3,1.0,19.3,80.0,0.0,0.0,0,0
2016,10,292,1,4,1.0,18.8,84.0,0.0,0.0,0,0
2016,10,292,1,5,1.0,19.0,84.0,0.0,0.0,0,0
2016,10,292,1,6,0.0,19.4,82.0,0.0,0.0,1,0
2016,10,292,1,7,0.0,19.5,81.0,0.0,0.0,1,0
2016,10,292,1,8,-2.0,19.9,80.0,0.0,0.0,0,0
2016,10,292,1,9,0.0,20.2,80.0,0.0,0.0,1,0
2016,10,292,1,10,-2.0,20.4,80.0,0.0,0.0,0,0
2016,10,292,1,11,13.0,21.4,76.0,0.0,0.0,0,0
2016,10,292,1,12,15.0,22.3,73.0,0.0,0.0,0,0
2016,10,292,1,13,-1.0,22.0,73.0,0.0,0.0,0,0
2016,10,292,1,14,3.0,21.1,77.0,0.0,0.0,0,0
2016,10,292,1,15,0.0,22.7,72.0,0.0,0.0,0,0
2016,10,292,1,16,1.0,20.7,81.0,0.0,0.0,0,0
2016,10,292,1,17,-1.0,20.2,83.0,0.0,0.0,0,0
2016,10,292,1,18,-3.0,19.2,88.0,0.0,0.0,0,0
2016,10,292,1,19,-15.0,20.7,76.0,0.0,0.0,0,0
2016,10,292,1,20,-12.0,20.0,67.0,0.0,0.0,0,0
2016,10,292,1,21,-11.0,17.5,69.0,0.0,0.0,0,0
2016,10,292,1,22,-2.0,16.6,71.0,0.0,0.0,0,0
2016,10,292,1,23,1.0,15.6,74.0,0.0,0.0,0,0
2016,10,293,2,0,-1.0,14.6,79.0,0.0,0.0,0,0
2016,10,293,2,1,3.0,14.2,80.0,0.0,0.0,0,0
2016,10,293,2,2,1.0,14.2,81.0,0.0,0.0,0,0
2016,10,293,2,3,-3.0,14.0,82.0,0.0,0.0,0,0
2016,10,293,2,4,1.0,13.6,82.0,0.0,0.0,0,0
2016,10,293,2,5,0.0,13.5,86.0,0.0,0.0,1,0
2016,10,293,2,6,0.0,13.3,83.0,0.0,0.0,1,0
2016,10,293,2,7,0.0,13.1,86.0,0.0,0.0,1,0
2016,10,293,2,8,0.0,13.9,84.0,0.0,0.0,1,0
2016,10,293,2,9,0.0,14.8,79.0,0.0,0.0,0,0
2016,10,293,2,10,-6.0,16.6,66.0,0.0,0.0,0,0
2016,10,293,2,11,10.0,18.2,60.0,0.0,0.0,0,0
2016,10,293,2,12,19.0,17.7,70.0,0.0,0.0,0,0
2016,10,293,2,13,3.0,17.6,73.0,0.0,0.0,0,0
2016,10,293,2,14,-2.0,17.8,67.0,0.0,0.0,0,0
2016,10,293,2,15,0.0,18.5,67.0,0.0,0.0,0,0
2016,10,293,2,16,-2.0,18.4,66.0,0.0,0.0,0,0
2016,10,293,2,17,0.0,17.5,70.0,0.0,0.0,0,0
2016,10,293,2,18,-3.0,17.3,76.0,0.0,0.0,0,0
2016,10,293,2,19,-14.0,17.2,80.0,0.0,0.0,0,0
2016,10,293,2,20,-3.0,17.2,81.0,0.0,0.0,0,0
2016,10,293,2,21,-26.0,16.6,85.0,0.0,0.0,0,0
2016,10,293,2,22,2.0,15.7,89.0,0.0,0.0,0,0
2016,10,293,2,23,-2.0,14.8,93.0,0.0,0.0,0,0
2016,10,294,3,0,-2.0,14.4,95.0,0.0,0.0,0,0
2016,10,294,3,1,4.0,15.0,91.0,0.0,0.0,0,0
2016,10,294,3,2,2.0,16.0,86.0,1.0,0.0,0,0
2016,10,294,3,3,1.0,15.7,92.0,0.0,0.0,0,0
2016,10,294,3,4,0.0,16.0,85.0,1.0,0.0,0,0
2016,10,294,3,5,2.0,15.4,89.0,0.0,0.0,0,0
2016,10,294,3,6,1.0,15.5,95.0,1.0,0.0,0,0
2016,10,294,3,7,0.0,14.8,87.0,1.0,0.0,1,0
2016,10,294,3,8,0.0,15.1,81.0,1.0,0.0,1,0
2016,10,294,3,9,0.0,14.8,76.0,1.0,0.0,1,0
2016,10,294,3,10,-2.0,14.8,74.0,0.0,0.0,0,0
2016,10,294,3,11,4.0,14.4,74.0,1.0,0.0,0,0
2016,10,294,3,12,5.0,13.7,79.0,1.0,0.0,0,0
2016,10,294,3,13,-1.0,13.1,86.0,1.0,0.0,0,0
2016,10,294,3,14,3.0,12.9,91.0,1.0,0.0,0,0
2016,10,294,3,15,3.0,13.3,88.0,0.0,0.0,0,0
2016,10,294,3,16,-1.0,12.7,88.0,0.0,0.0,0,0
2016,10,294,3,17,-2.0,12.4,88.0,1.0,0.0,0,0
2016,10,294,3,18,-1.0,12.4,88.0,1.0,0.0,0,0
2016,10,294,3,19,-3.0,12.4,89.0,1.0,0.0,0,0
2016,10,294,3,20,-12.0,12.6,87.0,0.0,0.0,0,0
2016,10,294,3,21,-2.0,12.6,82.0,0.0,0.0,0,0
2016,10,294,3,22,1.0,12.8,81.0,0.0,0.0,0,0
2016,10,294,3,23,0.0,12.7,81.0,0.0,0.0,0,0
2016,10,295,4,0,-1.0,12.8,78.0,1.0,0.0,0,0
2016,10,295,4,1,2.0,12.1,85.0,0.0,0.0,0,0
2016,10,295,4,2,1.0,12.1,86.0,1.0,0.0,0,0
2016,10,295,4,3,-1.0,12.0,86.0,1.0,0.0,0,0
2016,10,295,4,4,1.0,12.1,84.0,0.0,0.0,0,0
2016,10,295,4,5,0.0,12.0,83.0,0.0,0.0,1,0
2016,10,295,4,6,0.0,12.0,82.0,0.0,0.0,1,0
2016,10,295,4,7,0.0,11.8,84.0,1.0,0.0,1,0
2016,10,295,4,8,0.0,11.4,86.0,1.0,0.0,1,0
2016,10,295,4,9,0.0,10.5,88.0,1.0,0.0,1,0
2016,10,295,4,10,-6.0,9.9,87.0,1.0,0.0,0,0
2016,10,295,4,11,3.0,9.2,85.0,1.0,0.0,0,0
2016,10,295,4,12,-2.0,9.3,84.0,1.0,0.0,0,0
2016,10,295,4,13,4.0,9.0,81.0,1.0,0.0,0,0
2016,10,295,4,14,1.0,8.5,80.0,1.0,0.0,0,0
2016,10,295,4,15,-1.0,8.2,79.0,1.0,0.0,0,0
2016,10,295,4,16,2.0,8.1,80.0,1.0,0.0,0,0
2016,10,295,4,17,0.0,8.4,73.0,1.0,0.0,0,0
2016,10,295,4,18,-3.0,8.3,72.0,1.0,0.0,0,0
2016,10,295,4,19,-7.0,8.2,71.0,0.0,0.0,0,0
2016,10,295,4,20,-5.0,8.0,70.0,0.0,0.0,0,0
2016,10,295,4,21,-12.0,7.7,67.0,0.0,0.0,0,0
2016,10,295,4,22,3.0,7.6,66.0,0.0,0.0,0,0
2016,10,295,4,23,-2.0,7.4,68.0,0.0,0.0,0,0
2016,10,296,5,0,-1.0,6.8,65.0,0.0,0.0,0,0
2016,10,296,5,1,0.0,6.3,63.0,0.0,0.0,0,0
2016,10,296,5,2,0.0,5.7,63.0,0.0,0.0,1,0
2016,10,296,5,3,-1.0,5.3,66.0,0.0,0.0,0,0
2016,10,296,5,4,0.0,5.2,65.0,0.0,0.0,1,0
2016,10,296,5,5,0.0,4.9,65.0,0.0,0.0,0,0
2016,10,296,5,6,0.0,4.8,66.0,0.0,0.0,1,0
2016,10,296,5,7,-1.0,4.5,67.0,0.0,0.0,0,0
2016,10,296,5,8,0.0,5.4,65.0,0.0,0.0,1,0
2016,10,296,5,9,0.0,6.3,60.0,0.0,0.0,1,0
2016,10,296,5,10,0.0,7.4,57.0,0.0,0.0,0,0
2016,10,296,5,11,-1.0,7.7,59.0,0.0,0.0,0,0
2016,10,296,5,12,-2.0,7.9,58.0,0.0,0.0,0,0
2016,10,296,5,13,-3.0,8.6,57.0,0.0,0.0,0,0
2016,10,296,5,14,0.0,8.9,57.0,0.0,0.0,0,0
2016,10,296,5,15,-2.0,9.1,51.0,0.0,0.0,0,0
2016,10,296,5,16,0.0,8.7,51.0,0.0,0.0,0,0
2016,10,296,5,17,1.0,8.1,55.0,0.0,0.0,0,0
2016,10,296,5,18,-4.0,7.7,55.0,0.0,0.0,0,0
2016,10,296,5,19,-2.0,6.8,58.0,0.0,0.0,0,0
2016,10,296,5,20,-4.0,6.3,63.0,0.0,0.0,0,0
2016,10,296,5,21,2.0,6.2,66.0,0.0,0.0,0,0
2016,10,296,5,22,1.0,6.5,65.0,0.0,0.0,0,0
2016,10,296,5,23,-1.0,6.2,67.0,0.0,0.0,0,0
2016,10,297,6,0,-2.0,5.8,65.0,0.0,0.0,0,0
2016,10,297,6,1,1.0,5.9,71.0,0.0,0.0,0,0
2016,10,297,6,2,2.0,5.9,75.0,0.0,0.0,0,0
2016,10,297,6,3,0.0,6.1,73.0,0.0,0.0,0,0
2016,10,297,6,4,-1.0,6.8,64.0,0.0,0.0,0,0
2016,10,297,6,5,-1.0,7.7,63.0,0.0,0.0,0,0
2016,10,297,6,6,0.0,7.7,68.0,0.0,0.0,1,0
2016,10,297,6,7,0.0,7.8,67.0,0.0,0.0,1,0
2016,10,297,6,8,0.0,8.4,66.0,0.0,0.0,1,0
2016,10,297,6,9,0.0,9.3,65.0,0.0,0.0,1,0
2016,10,297,6,10,0.0,10.2,61.0,0.0,0.0,1,0
2016,10,297,6,11,-2.0,11.6,60.0,0.0,0.0,0,0
2016,10,297,6,12,0.0,12.0,63.0,0.0,0.0,0,0
2016,10,297,6,13,-1.0,13.4,60.0,0.0,0.0,0,0
2016,10,297,6,14,-2.0,13.6,59.0,0.0,0.0,0,0
2016,10,297,6,15,0.0,13.8,57.0,0.0,0.0,1,0
2016,10,297,6,16,0.0,14.5,56.0,0.0,0.0,0,0
2016,10,297,6,17,-1.0,14.3,55.0,0.0,0.0,0,0
2016,10,297,6,18,1.0,13.8,57.0,0.0,0.0,0,0
2016,10,297,6,19,-1.0,13.3,60.0,0.0,0.0,0,0
2016,10,297,6,20,1.0,12.3,64.0,0.0,0.0,0,0
2016,10,297,6,21,-2.0,11.7,66.0,0.0,0.0,0,0
2016,10,297,6,22,-1.0,11.0,68.0,0.0,0.0,0,0
2016,10,297,6,23,-2.0,10.5,69.0,0.0,0.0,0,0
2016,10,298,0,0,1.0,9.6,73.0,0.0,0.0,0,0
2016,10,298,0,1,0.0,8.9,77.0,0.0,0.0,1,0
2016,10,298,0,2,1.0,8.8,78.0,0.0,0.0,0,0
2016,10,298,0,3,1.0,8.8,77.0,0.0,0.0,0,0
2016,10,298,0,4,0.0,9.2,72.0,0.0,0.0,1,0
2016,10,298,0,5,0.0,8.7,68.0,0.0,0.0,1,0
2016,10,298,0,6,0.0,7.9,69.0,0.0,0.0,1,0
2016,10,298,0,7,0.0,8.2,65.0,0.0,0.0,1,0
2016,10,298,0,8,-1.0,8.1,68.0,0.0,0.0,0,0
2016,10,298,0,9,-1.0,7.7,67.0,0.0,0.0,0,0
2016,10,298,0,10,-1.0,9.3,47.0,0.0,0.0,0,0
2016,10,298,0,11,15.0,9.4,47.0,0.0,0.0,0,0
2016,10,298,0,12,6.0,10.1,44.0,0.0,0.0,0,0
2016,10,298,0,13,4.0,10.1,44.0,0.0,0.0,0,0
2016,10,298,0,14,-3.0,10.8,43.0,0.0,0.0,0,0
2016,10,298,0,15,-1.0,10.5,45.0,0.0,0.0,0,0
2016,10,298,0,16,-2.0,9.8,49.0,0.0,0.0,0,0
2016,10,298,0,17,-1.0,9.1,51.0,0.0,0.0,0,0
2016,10,298,0,18,-5.0,8.4,50.0,0.0,0.0,0,0
2016,10,298,0,19,-12.0,7.6,51.0,0.0,0.0,0,0
2016,10,298,0,20,-22.0,7.4,52.0,0.0,0.0,0,0
2016,10,298,0,21,-18.0,6.8,61.0,0.0,0.0,0,0
2016,10,298,0,22,3.0,7.0,61.0,0.0,0.0,0,0
2016,10,298,0,23,0.0,6.7,63.0,0.0,0.0,0,0
2016,10,299,1,0,-1.0,6.6,63.0,0.0,0.0,0,0
2016,10,299,1,1,0.0,6.2,67.0,0.0,0.0,0,0
2016,10,299,1,2,0.0,6.3,68.0,0.0,0.0,1,0
2016,10,299,1,3,1.0,5.9,71.0,0.0,0.0,0,0
2016,10,299,1,4,2.0,6.2,61.0,0.0,0.0,0,0
2016,10,299,1,5,0.0,6.1,62.0,0.0,0.0,1,0
2016,10,299,1,6,0.0,5.3,69.0,1.0,0.0,1,0
2016,10,299,1,7,0.0,5.2,69.0,0.0,0.0,1,0
2016,10,299,1,8,0.0,5.5,65.0,0.0,0.0,1,0
2016,10,299,1,9,-1.0,6.3,62.0,0.0,0.0,0,0
2016,10,299,1,10,-4.0,6.9,59.0,0.0,0.0,0,0
2016,10,299,1,11,12.0,7.0,60.0,0.0,0.0,0,0
2016,10,299,1,12,6.0,7.4,59.0,0.0,0.0,0,0
2016,10,299,1,13,5.0,7.8,54.0,0.0,0.0,0,0
2016,10,299,1,14,-1.0,8.1,51.0,0.0,0.0,0,0
2016,10,299,1,15,0.0,7.9,50.0,0.0,0.0,0,0
2016,10,299,1,16,-1.0,7.6,47.0,0.0,0.0,0,0
2016,10,299,1,17,-2.0,6.1,50.0,0.0,0.0,0,0
2016,10,299,1,18,-2.0,5.2,54.0,0.0,0.0,0,0
2016,10,299,1,19,-11.0,5.1,53.0,0.0,0.0,0,0
2016,10,299,1,20,-24.0,5.0,49.0,0.0,0.0,0,0
2016,10,299,1,21,-21.0,5.0,50.0,0.0,0.0,0,0
2016,10,299,1,22,-4.0,5.1,49.0,0.0,0.0,0,0
2016,10,299,1,23,-3.0,4.9,48.0,0.0,0.0,0,0
2016,10,300,2,0,1.0,4.9,51.0,0.0,0.0,0,0
2016,10,300,2,1,1.0,4.1,52.0,0.0,0.0,0,0
2016,10,300,2,2,6.0,3.3,56.0,0.0,0.0,0,0
2016,10,300,2,3,0.0,2.8,57.0,0.0,0.0,0,0
2016,10,300,2,4,-1.0,3.3,54.0,0.0,0.0,0,0
2016,10,300,2,5,0.0,2.8,56.0,0.0,0.0,1,0
2016,10,300,2,6,0.0,2.4,58.0,0.0,0.0,1,0
2016,10,300,2,7,0.0,2.3,59.0,0.0,0.0,1,0
2016,10,300,2,8,0.0,3.8,45.0,0.0,0.0,1,0
2016,10,300,2,9,0.0,4.4,42.0,0.0,0.0,1,0
2016,10,300,2,10,-2.0,4.9,42.0,0.0,0.0,0,0
2016,10,300,2,11,8.0,5.0,45.0,0.0,0.0,0,0
2016,10,300,2,12,1.0,4.8,46.0,0.0,0.0,0,0
2016,10,300,2,13,5.0,5.3,47.0,0.0,0.0,0,0
2016,10,300,2,14,1.0,5.4,49.0,0.0,0.0,0,0
2016,10,300,2,15,-2.0,5.2,51.0,0.0,0.0,0,0
2016,10,300,2,16,0.0,5.2,51.0,0.0,0.0,0,0
2016,10,300,2,17,-1.0,5.1,52.0,0.0,0.0,0,0
2016,10,300,2,18,-3.0,5.5,48.0,0.0,0.0,0,0
2016,10,300,2,19,-12.0,5.7,53.0,0.0,0.0,0,0
2016,10,300,2,20,-24.0,6.0,56.0,0.0,0.0,0,0
2016,10,300,2,21,-19.0,6.1,58.0,0.0,0.0,0,0
2016,10,300,2,22,-2.0,6.2,58.0,0.0,0.0,0,0
2016,10,300,2,23,-1.0,6.4,63.0,0.0,0.0,0,0
2016,10,301,3,0,-2.0,5.6,68.0,1.0,0.0,0,0
