year,month,dayofyear,time_of_day,rate_of_change,weekday,wind_chill,rel_hum_,rain,snow,is_holiday
2016,9,248,4,-7.0,6,21.7,65.25,0.0,0.0,0
2016,9,248,5,9.0,6,19.35,83.25,0.0,0.0,0
2016,9,249,0,4.0,0,18.700000000000003,89.75,0.0,0.0,1
2016,9,249,1,5.0,0,18.975,87.25,0.0,0.0,1
2016,9,249,2,0.0,0,22.225,82.0,0.0,0.0,1
2016,9,249,3,-2.0,0,24.975,64.0,0.0,0.0,1
2016,9,249,4,-7.0,0,23.950000000000003,76.0,0.0,0.0,1
2016,9,249,5,11.0,0,22.175,79.5,0.0,0.0,1
2016,9,250,0,4.0,1,22.025,69.0,0.0,0.0,0
2016,9,250,1,4.0,1,20.974999999999998,78.5,0.0,0.0,0
2016,9,250,2,2.0,1,23.65,75.75,0.0,0.0,0
2016,9,250,3,8.0,1,26.025,72.75,0.0,0.0,0
2016,9,250,4,-7.0,1,25.275,77.5,0.0,0.0,0
2016,9,250,5,-40.0,1,24.075,84.25,0.0,0.0,0
2016,9,251,0,7.0,2,23.099999999999998,89.0,0.0,0.0,0
2016,9,251,1,2.0,2,22.825000000000003,89.25,0.0,0.0,0
2016,9,251,2,9.0,2,25.15,86.0,0.0,0.0,0
2016,9,251,3,5.0,2,28.825000000000003,72.25,0.0,0.0,0
2016,9,251,4,-11.0,2,27.225,76.25,0.0,0.0,0
2016,9,251,5,-21.0,2,23.55,89.75,1.0,0.0,0
2016,9,252,0,-5.0,3,23.1,94.5,1.0,0.0,0
2016,9,252,1,0.0,3,23.325,96.75,0.0,0.0,0
2016,9,252,2,10.0,3,25.724999999999998,86.5,0.0,0.0,0
2016,9,252,3,1.0,3,28.325000000000003,69.5,0.0,0.0,0
2016,9,252,4,-19.0,3,28.924999999999997,60.0,0.0,0.0,0
2016,9,252,5,-41.0,3,25.5,73.75,0.0,0.0,0
2016,9,253,0,4.0,4,22.725,89.25,0.0,0.0,0
2016,9,253,1,2.0,4,21.975,84.25,0.0,0.0,0
2016,9,253,2,0.0,4,24.875,57.25,0.0,0.0,0
2016,9,253,3,8.0,4,25.125,70.75,0.0,0.0,0
2016,9,253,4,-12.0,4,25.75,56.5,0.0,0.0,0
2016,9,253,5,-37.0,4,23.549999999999997,52.0,0.0,0.0,0
2016,9,254,0,6.0,5,22.424999999999997,74.25,0.0,0.0,0
2016,9,254,1,8.0,5,21.85,83.25,0.0,0.0,0
2016,9,254,2,-2.0,5,23.15,86.5,2.0,0.0,0
2016,9,254,3,-8.0,5,26.05,80.75,1.0,0.0,0
2016,9,254,4,2.0,5,25.049999999999997,78.75,2.0,0.0,0
2016,9,254,5,-19.0,5,22.45,84.75,3.0,0.0,0
2016,9,255,0,1.0,6,19.8,71.5,0.0,0.0,0
2016,9,255,1,1.0,6,16.875,66.25,0.0,0.0,0
2016,9,255,2,-3.0,6,18.975,53.0,0.0,0.0,0
2016,9,255,3,15.0,6,22.125,47.0,0.0,0.0,0
2016,9,255,4,-11.0,6,22.05,39.5,0.0,0.0,0
2016,9,255,5,-49.0,6,18.55,57.75,0.0,0.0,0
2016,9,256,0,2.0,0,15.9,72.0,0.0,0.0,0
2016,9,256,1,0.0,0,15.1,72.25,0.0,0.0,0
2016,9,256,2,1.0,0,19.225,58.75,0.0,0.0,0
2016,9,256,3,26.0,0,21.075,52.25,0.0,0.0,0
2016,9,256,4,-15.0,0,22.1,54.25,0.0,0.0,0
2016,9,256,5,-58.0,0,20.549999999999997,72.25,0.0,0.0,0
2016,9,257,0,3.0,1,19.6,75.75,0.0,0.0,0
2016,9,257,1,0.0,1,18.075000000000003,67.0,0.0,0.0,0
2016,9,257,2,15.0,1,20.4,71.75,0.0,0.0,0
2016,9,257,3,-4.0,1,24.175,67.75,0.0,0.0,0
2016,9,257,4,-9.0,1,24.0,66.5,0.0,0.0,0
2016,9,257,5,-32.0,1,21.0,79.75,0.0,0.0,0
2016,9,258,0,2.0,2,22.15,72.75,0.0,0.0,0
2016,9,258,1,1.0,2,19.75,71.0,0.0,0.0,0
2016,9,258,2,10.0,2,18.3,64.25,0.0,0.0,0
2016,9,258,3,3.0,2,20.525,54.25,0.0,0.0,0
2016,9,258,4,-19.0,2,20.075,57.25,0.0,0.0,0
2016,9,258,5,-38.0,2,17.35,64.25,0.0,0.0,0
2016,9,259,0,-3.0,3,15.075,72.0,0.0,0.0,0
2016,9,259,1,1.0,3,13.0,80.5,0.0,0.0,0
2016,9,259,2,9.0,3,15.325000000000001,77.0,0.0,0.0,0
2016,9,259,3,7.0,3,17.775,66.75,0.0,0.0,0
2016,9,259,4,-9.0,3,17.55,63.75,0.0,0.0,0
2016,9,259,5,-37.0,3,16.125,74.0,0.0,0.0,0
2016,9,260,0,3.0,4,15.5,78.75,0.0,0.0,0
2016,9,260,1,1.0,4,15.175,82.75,0.0,0.0,0
2016,9,260,2,8.0,4,18.700000000000003,72.5,0.0,0.0,0
2016,9,260,3,-1.0,4,20.25,63.0,0.0,0.0,0
2016,9,260,4,-10.0,4,20.25,76.75,0.0,0.0,0
2016,9,260,5,-40.0,4,19.925,88.5,0.0,0.0,0
2016,9,261,0,-3.0,5,20.450000000000003,86.25,0.0,0.0,0
2016,9,261,1,5.0,5,20.174999999999997,91.0,0.0,0.0,0
2016,9,261,2,0.0,5,21.424999999999997,90.5,1.0,0.0,0
2016,9,261,3,3.0,5,21.1,95.25,3.0,0.0,0
2016,9,261,4,-6.0,5,20.925,94.75,2.0,0.0,0
2016,9,261,5,2.0,5,19.75,94.5,0.0,0.0,0
2016,9,262,0,9.0,6,19.275,94.75,0.0,0.0,0
2016,9,262,1,-1.0,6,18.55,98.25,0.0,0.0,0
2016,9,262,2,-1.0,6,19.849999999999998,92.5,0.0,0.0,0
2016,9,262,3,-6.0,6,22.85,80.5,0.0,0.0,0
2016,9,262,4,-10.0,6,23.0,73.25,0.0,0.0,0
2016,9,262,5,-2.0,6,22.025,65.75,0.0,0.0,0
2016,9,263,0,7.0,0,19.0,84.0,0.0,0.0,0
2016,9,263,1,3.0,0,17.0,93.0,0.0,0.0,0
2016,9,263,2,5.0,0,21.700000000000003,71.25,0.0,0.0,0
2016,9,263,3,5.0,0,23.475,65.5,0.0,0.0,0
2016,9,263,4,-31.0,0,23.174999999999997,69.5,0.0,0.0,0
2016,9,263,5,-52.0,0,20.525000000000002,90.0,0.0,0.0,0
2016,9,264,0,14.0,1,19.175,90.5,0.0,0.0,0
2016,9,264,1,0.0,1,19.6,87.25,0.0,0.0,0
2016,9,264,2,5.0,1,21.775,78.0,0.0,0.0,0
2016,9,264,3,6.0,1,24.050000000000004,63.25,0.0,0.0,0
2016,9,264,4,-17.0,1,25.9,26.5,0.0,0.0,0
2016,9,264,5,-17.0,1,21.2,35.0,0.0,0.0,0
2016,9,265,0,4.0,2,17.474999999999998,54.0,0.0,0.0,0
2016,9,265,1,0.0,2,16.975,58.0,0.0,0.0,0
2016,9,265,2,15.0,2,20.884999999999998,52.85,0.0,0.0,0
2016,9,265,3,12.0,2,22.775000000000002,61.5,0.0,0.0,0
2016,9,265,4,-20.0,2,23.724999999999998,52.0,0.0,0.0,0
2016,9,265,5,-43.0,2,21.924999999999997,63.75,0.0,0.0,0
2016,9,266,0,0.0,3,19.225,79.75,0.0,0.0,0
2016,9,266,1,7.0,3,17.65,86.75,0.0,0.0,0
2016,9,266,2,8.0,3,20.6,82.25,0.0,0.0,0
2016,9,266,3,-3.0,3,24.325000000000003,61.5,0.0,0.0,0
2016,9,266,4,-22.0,3,23.825000000000003,72.75,0.0,0.0,0
2016,9,266,5,-49.0,3,22.975,75.5,0.0,0.0,0
2016,9,267,0,11.0,4,21.849999999999998,80.0,0.0,0.0,0
2016,9,267,1,3.0,4,21.85,80.0,0.0,0.0,0
2016,9,267,2,11.0,4,17.5,87.25,3.0,0.0,0
2016,9,267,3,0.0,4,14.799999999999999,80.75,0.0,0.0,0
2016,9,267,4,-24.0,4,16.525,72.25,0.0,0.0,0
2016,9,267,5,-48.0,4,15.4,64.5,0.0,0.0,0
2016,9,268,0,5.0,5,12.75,66.5,0.0,0.0,0
2016,9,268,1,3.0,5,11.75,66.25,0.0,0.0,0
2016,9,268,2,-2.0,5,15.024999999999999,49.5,0.0,0.0,0
2016,9,268,3,6.0,5,17.275,44.0,0.0,0.0,0
2016,9,268,4,-1.0,5,16.25,50.0,0.0,0.0,0
2016,9,268,5,-1.0,5,15.125,55.25,0.0,0.0,0
2016,9,269,0,10.0,6,13.575,59.75,0.0,0.0,0
2016,9,269,1,-2.0,6,11.950000000000001,70.5,0.0,0.0,0
2016,9,269,2,0.0,6,14.650000000000002,65.0,0.0,0.0,0
2016,9,269,3,-12.0,6,15.875,56.25,0.0,0.0,0
2016,9,269,4,2.0,6,15.625,50.25,0.0,0.0,0
2016,9,269,5,3.0,6,15.924999999999999,60.0,0.0,0.0,0
2016,9,270,0,6.0,0,16.0,60.25,0.0,0.0,0
2016,9,270,1,1.0,0,15.5,67.75,0.0,0.0,0
2016,9,270,2,6.0,0,17.2,71.25,0.0,0.0,0
2016,9,270,3,11.0,0,17.625,91.0,2.0,0.0,0
2016,9,270,4,-10.0,0,16.775000000000002,76.75,1.0,0.0,0
2016,9,270,5,-24.0,0,16.375,74.25,0.0,0.0,0
2016,9,271,0,-1.0,1,14.625,67.25,0.0,0.0,0
2016,9,271,1,4.0,1,13.45,69.0,0.0,0.0,0
2016,9,271,2,7.0,1,17.55,55.0,0.0,0.0,0
2016,9,271,3,0.0,1,20.325000000000003,52.75,0.0,0.0,0
2016,9,271,4,-17.0,1,19.975,51.25,0.0,0.0,0
2016,9,271,5,-46.0,1,18.8,59.75,0.0,0.0,0
2016,9,272,0,11.0,2,17.825,72.25,0.0,0.0,0
2016,9,272,1,0.0,2,17.2,70.0,0.0,0.0,0
2016,9,272,2,6.0,2,18.85,63.5,0.0,0.0,0
2016,9,272,3,0.0,2,20.4,63.25,0.0,0.0,0
2016,9,272,4,-18.0,2,19.7,76.0,0.0,0.0,0
2016,9,272,5,-37.0,2,19.325,78.75,0.0,0.0,0
2016,9,273,0,0.0,3,18.425,79.25,0.0,0.0,0
2016,9,273,1,-1.0,3,17.025,78.25,0.0,0.0,0
2016,9,273,2,4.0,3,15.7,88.75,2.0,0.0,0
2016,9,273,3,8.0,3,15.649999999999999,89.25,3.0,0.0,0
2016,9,273,4,-10.0,3,16.325,85.5,3.0,0.0,0
2016,9,273,5,-21.0,3,17.425,76.5,1.0,0.0,0
2016,9,274,0,3.0,4,17.125,79.25,0.0,0.0,0
2016,9,274,1,1.0,4,17.375,71.5,0.0,0.0,0
2016,9,274,2,10.0,4,17.025,70.75,0.0,0.0,0
2016,9,274,3,-2.0,4,17.525,67.5,0.0,0.0,0
2016,9,274,4,-22.0,4,17.075,69.5,0.0,0.0,0
2016,9,274,5,-30.0,4,15.399999999999999,75.75,0.0,0.0,0
2016,10,275,0,0.0,5,14.049999999999999,85.75,0.0,0.0,0
2016,10,275,1,-1.0,5,14.075,86.5,1.0,0.0,0
2016,10,275,2,-4.0,5,14.1,91.5,1.0,0.0,0
2016,10,275,3,-3.0,5,14.875,91.5,0.0,0.0,0
2016,10,275,4,2.0,5,16.05,88.75,1.0,0.0,0
2016,10,275,5,0.0,5,16.025,90.25,0.0,0.0,0
2016,10,276,0,2.0,6,15.7,96.0,0.0,0.0,0
2016,10,276,1,1.0,6,16.15,94.5,0.0,0.0,0
2016,10,276,2,0.0,6,17.575000000000003,85.25,2.0,0.0,0
2016,10,276,3,-3.0,6,18.375,82.5,1.0,0.0,0
2016,10,276,4,-1.0,6,17.650000000000002,84.0,0.0,0.0,0
2016,10,276,5,-5.0,6,16.5,85.0,3.0,0.0,0
2016,10,277,0,6.0,0,15.475000000000001,85.75,0.0,0.0,0
2016,10,277,1,1.0,0,14.799999999999999,91.0,0.0,0.0,0
2016,10,277,2,7.0,0,16.950000000000003,82.5,0.0,0.0,0
2016,10,277,3,5.0,0,17.575,81.25,0.0,0.0,0
2016,10,277,4,-12.0,0,16.575,87.25,0.0,0.0,0
2016,10,277,5,-54.0,0,15.875,92.75,0.0,0.0,0
2016,10,278,0,10.0,1,16.525,89.5,0.0,0.0,0
2016,10,278,1,1.0,1,15.8,90.25,0.0,0.0,0
2016,10,278,2,2.0,1,17.875,80.25,0.0,0.0,0
2016,10,278,3,19.0,1,18.275,82.0,0.0,0.0,0
2016,10,278,4,-15.0,1,17.75,83.5,0.0,0.0,0
2016,10,278,5,-45.0,1,17.45,86.75,0.0,0.0,0
2016,10,279,0,-4.0,2,16.725,87.75,0.0,0.0,0
2016,10,279,1,5.0,2,16.35,83.5,0.0,0.0,0
2016,10,279,2,10.0,2,18.174999999999997,74.0,0.0,0.0,0
2016,10,279,3,8.0,2,18.625,74.0,0.0,0.0,0
2016,10,279,4,-20.0,2,17.775,82.25,0.0,0.0,0
2016,10,279,5,-38.0,2,18.075,83.0,0.0,0.0,0
2016,10,280,0,5.0,3,17.924999999999997,79.25,0.0,0.0,0
2016,10,280,1,-3.0,3,17.6,80.5,0.0,0.0,0
2016,10,280,2,16.0,3,18.525,81.0,0.0,0.0,0
2016,10,280,3,10.0,3,20.25,73.75,0.0,0.0,0
2016,10,280,4,-19.0,3,18.799999999999997,83.75,0.0,0.0,0
2016,10,280,5,-22.0,3,17.9,81.75,0.0,0.0,0
2016,10,281,0,0.0,4,17.8,90.0,0.0,0.0,0
2016,10,281,1,0.0,4,17.125,93.25,0.0,0.0,0
2016,10,281,2,0.0,4,18.75,79.25,0.0,0.0,0
2016,10,281,3,0.0,4,20.4,73.0,0.0,0.0,0
2016,10,281,4,0.0,4,18.95,83.0,0.0,0.0,0
2016,10,281,5,0.0,4,17.275,92.75,0.0,0.0,0
2016,10,282,0,0.0,5,18.65,89.0,0.0,0.0,0
2016,10,282,1,0.0,5,17.599999999999998,82.75,0.0,0.0,0
2016,10,282,2,0.0,5,16.05,70.0,0.0,0.0,0
2016,10,282,3,0.0,5,17.900000000000002,47.5,0.0,0.0,0
2016,10,282,4,0.0,5,14.049999999999999,50.0,0.0,0.0,0
2016,10,282,5,0.0,5,11.175,63.25,0.0,0.0,0
2016,10,283,0,0.0,6,9.225,74.25,0.0,0.0,0
2016,10,283,1,0.0,6,9.375,77.25,0.0,0.0,0
2016,10,283,2,0.0,6,11.625,66.5,0.0,0.0,0
2016,10,283,3,0.0,6,13.175,47.5,0.0,0.0,0
2016,10,283,4,0.0,6,10.975,51.25,0.0,0.0,0
2016,10,283,5,0.0,6,8.625,63.5,0.0,0.0,0
2016,10,284,0,1.0,0,7.175000000000001,59.75,0.0,0.0,1
2016,10,284,1,1.0,0,5.574999999999999,63.25,0.0,0.0,1
2016,10,284,2,-1.0,0,7.750000000000001,59.0,0.0,0.0,1
2016,10,284,3,1.0,0,10.65,56.5,0.0,0.0,1
2016,10,284,4,-3.0,0,10.725,61.25,0.0,0.0,1
2016,10,284,5,6.0,0,10.424999999999999,64.25,0.0,0.0,1
2016,10,285,0,-4.0,1,9.8,64.5,0.0,0.0,0
2016,10,285,1,0.0,1,7.475,82.5,0.0,0.0,0
2016,10,285,2,-4.0,1,13.525,64.5,0.0,0.0,0
2016,10,285,3,19.0,1,15.325,68.25,0.0,0.0,0
2016,10,285,4,0.0,1,15.174999999999999,66.75,0.0,0.0,0
2016,10,285,5,-47.0,1,14.450000000000001,70.5,0.0,0.0,0
2016,10,286,0,1.0,2,15.600000000000001,71.75,0.0,0.0,0
2016,10,286,1,0.0,2,14.8,80.75,0.0,0.0,0
2016,10,286,2,0.0,2,17.125,78.25,0.0,0.0,0
2016,10,286,3,-2.0,2,20.225,68.75,0.0,0.0,0
2016,10,286,4,-6.0,2,19.675,71.75,0.0,0.0,0
2016,10,286,5,-2.0,2,19.299999999999997,72.0,0.0,0.0,0
2016,10,287,0,6.0,3,18.925,77.0,1.0,0.0,0
2016,10,287,1,4.0,3,14.475,75.25,0.0,0.0,0
2016,10,287,2,10.0,3,13.4,62.0,0.0,0.0,0
2016,10,287,3,7.0,3,13.2,53.5,0.0,0.0,0
2016,10,287,4,-5.0,3,11.750000000000002,53.0,0.0,0.0,0
2016,10,287,5,-62.0,3,8.925,59.0,0.0,0.0,0
2016,10,288,0,5.0,4,6.874999999999999,72.5,0.0,0.0,0
2016,10,288,1,0.0,4,8.9,67.0,0.0,0.0,0
2016,10,288,2,7.0,4,11.524999999999999,60.5,0.0,0.0,0
2016,10,288,3,17.0,4,13.625,51.5,0.0,0.0,0
2016,10,288,4,-23.0,4,13.55,57.0,0.0,0.0,0
2016,10,288,5,-21.0,4,13.400000000000002,63.25,0.0,0.0,0
2016,10,289,0,7.0,5,13.025,72.25,0.0,0.0,0
2016,10,289,1,1.0,5,12.975,80.25,0.0,0.0,0
2016,10,289,2,-2.0,5,14.8,73.5,0.0,0.0,0
2016,10,289,3,-2.0,5,17.35,64.0,0.0,0.0,0
2016,10,289,4,4.0,5,16.875,76.75,0.0,0.0,0
2016,10,289,5,-2.0,5,16.85,84.75,0.0,0.0,0
2016,10,290,0,7.0,6,18.125,87.0,0.0,0.0,0
2016,10,290,1,-2.0,6,17.975,89.0,0.0,0.0,0
2016,10,290,2,-1.0,6,18.725,88.0,1.0,0.0,0
2016,10,290,3,-4.0,6,19.825000000000003,83.75,1.0,0.0,0
2016,10,290,4,1.0,6,20.25,73.75,0.0,0.0,0
2016,10,290,5,-8.0,6,17.475,92.75,0.0,0.0,0
2016,10,291,0,9.0,0,17.6,93.5,0.0,0.0,0
2016,10,291,1,4.0,0,17.05,93.5,0.0,0.0,0
2016,10,291,2,8.0,0,16.150000000000002,97.75,4.0,0.0,0
2016,10,291,3,-1.0,0,17.125,98.75,0.0,0.0,0
2016,10,291,4,-10.0,0,17.924999999999997,94.0,0.0,0.0,0
2016,10,291,5,-40.0,0,17.775,91.75,0.0,0.0,0
2016,10,292,0,-2.0,1,18.15,86.75,0.0,0.0,0
2016,10,292,1,2.0,1,19.174999999999997,82.75,0.0,0.0,0
2016,10,292,2,9.0,1,20.474999999999998,79.0,0.0,0.0,0
2016,10,292,3,17.0,1,22.025000000000002,73.75,0.0,0.0,0
2016,10,292,4,-18.0,1,20.2,82.0,0.0,0.0,0
2016,10,292,5,-24.0,1,17.425,70.25,0.0,0.0,0
2016,10,293,0,0.0,2,14.25,80.5,0.0,0.0,0
2016,10,293,1,1.0,2,13.375000000000002,84.25,0.0,0.0,0
2016,10,293,2,4.0,2,15.875,72.25,0.0,0.0,0
2016,10,293,3,20.0,2,17.9,69.25,0.0,0.0,0
2016,10,293,4,-19.0,2,17.6,73.0,0.0,0.0,0
2016,10,293,5,-29.0,2,16.075,87.0,0.0,0.0,0
2016,10,294,0,5.0,3,15.274999999999999,91.0,1.0,0.0,0
2016,10,294,1,3.0,3,15.425,89.0,3.0,0.0,0
2016,10,294,2,2.0,3,14.775,76.25,3.0,0.0,0
2016,10,294,3,10.0,3,13.25,86.0,3.0,0.0,0
2016,10,294,4,-7.0,3,12.475,88.25,3.0,0.0,0
2016,10,294,5,-13.0,3,12.675,82.75,0.0,0.0,0
2016,10,295,0,1.0,4,12.25,83.75,3.0,0.0,0
2016,10,295,1,1.0,4,11.975000000000001,83.25,1.0,0.0,0
2016,10,295,2,-3.0,4,10.25,86.5,4.0,0.0,0
2016,10,295,3,2.0,4,8.75,81.0,4.0,0.0,0
2016,10,295,4,-8.0,4,8.25,74.0,3.0,0.0,0
2016,10,295,5,-16.0,4,7.674999999999999,67.75,0.0,0.0,0
2016,10,296,0,-2.0,5,6.025,64.25,0.0,0.0,0
2016,10,296,1,-1.0,5,4.8500000000000005,65.75,0.0,0.0,0
2016,10,296,2,-1.0,5,6.7,60.25,0.0,0.0,0
2016,10,296,3,-7.0,5,8.625,55.75,0.0,0.0,0
2016,10,296,4,-5.0,5,7.824999999999999,54.75,0.0,0.0,0
2016,10,296,5,-2.0,5,6.3,65.25,0.0,0.0,0
2016,10,297,0,1.0,6,5.925000000000001,71.0,0.0,0.0,0
2016,10,297,1,-2.0,6,7.5,65.5,0.0,0.0,0
2016,10,297,2,-2.0,6,9.875,63.0,0.0,0.0,0
2016,10,297,3,-3.0,6,13.2,59.75,0.0,0.0,0
2016,10,297,4,-1.0,6,13.975000000000001,57.0,0.0,0.0,0
2016,10,297,5,-4.0,6,11.375,66.75,0.0,0.0,0
2016,10,298,0,3.0,0,9.025,76.25,0.0,0.0,0
2016,10,298,1,0.0,0,8.5,68.5,0.0,0.0,0
2016,10,298,2,12.0,0,8.625,57.25,0.0,0.0,0
2016,10,298,3,6.0,0,10.375,44.0,0.0,0.0,0
2016,10,298,4,-20.0,0,8.725,50.25,0.0,0.0,0
2016,10,298,5,-37.0,0,6.975,59.25,0.0,0.0,0
2016,10,299,0,0.0,1,6.25,67.25,0.0,0.0,0
2016,10,299,1,2.0,1,5.7,65.25,1.0,0.0,0
2016,10,299,2,7.0,1,6.425000000000001,61.5,0.0,0.0,0
2016,10,299,3,10.0,1,7.799999999999999,53.5,0.0,0.0,0
2016,10,299,4,-16.0,1,6.0,51.0,0.0,0.0,0
2016,10,299,5,-52.0,1,5.0,49.0,0.0,0.0,0
2016,10,300,0,8.0,2,3.7750000000000004,54.0,0.0,0.0,0
2016,10,300,1,-1.0,2,2.7,56.75,0.0,0.0,0
2016,10,300,2,6.0,2,4.525,43.5,0.0,0.0,0
2016,10,300,3,5.0,2,5.175,48.25,0.0,0.0,0
2016,10,300,4,-16.0,2,5.375,51.0,0.0,0.0,0
2016,10,300,5,-46.0,2,6.175000000000001,58.75,0.0,0.0,0
2016,10,301,0,5.0,3,5.199999999999999,78.25,4.0,0.0,0
2016,10,301,1,0.0,3,5.425,87.0,3.0,0.0,0
2016,10,301,2,4.0,3,6.300000000000001,86.5,3.0,0.0,0
2016,10,301,3,7.0,3,6.1000000000000005,92.0,4.0,0.0,0
2016,10,301,4,-6.0,3,1.9249999999999998,89.0,3.0,0.0,0
2016,10,301,5,-17.0,3,1.825,84.75,0.0,0.0,0
2016,10,302,0,4.0,4,2.05,83.0,0.0,0.0,0
2016,10,302,1,2.0,4,1.775,85.75,0.0,0.0,0
2016,10,302,2,13.0,4,4.925,70.75,0.0,0.0,0
2016,10,302,3,2.0,4,8.475,61.0,0.0,0.0,0
2016,10,302,4,-20.0,4,9.625,66.75,0.0,0.0,0
2016,10,302,5,-31.0,4,10.35,73.75,0.0,0.0,0
2016,10,303,0,2.0,5,11.850000000000001,77.0,0.0,0.0,0
2016,10,303,1,1.0,5,13.7,79.25,1.0,0.0,0
2016,10,303,2,-2.0,5,15.6,81.25,0.0,0.0,0
2016,10,303,3,-3.0,5,18.6,74.5,0.0,0.0,0
2016,10,303,4,-1.0,5,17.475,72.0,0.0,0.0,0
2016,10,303,5,1.0,5,13.325,73.75,0.0,0.0,0
2016,10,304,0,0.0,6,12.025,75.0,1.0,0.0,0
2016,10,304,1,3.0,6,10.4,83.5,1.0,0.0,0
2016,10,304,2,-2.0,6,8.65,82.75,3.0,0.0,0
2016,10,304,3,-2.0,6,8.125,71.5,0.0,0.0,0
2016,10,304,4,-3.0,6,7.85,64.5,0.0,0.0,0
2016,10,304,5,5.0,6,6.15,68.25,0.0,0.0,0
2016,10,305,0,-2.0,0,3.825,81.5,0.0,0.0,0
2016,10,305,1,0.0,0,3.3000000000000003,77.75,0.0,0.0,0
2016,10,305,2,5.0,0,5.475,59.5,0.0,0.0,0
2016,10,305,3,14.0,0,7.5,56.5,0.0,0.0,0
2016,10,305,4,-21.0,0,6.8999999999999995,63.5,0.0,0.0,0
2016,10,305,5,-40.0,0,7.625,64.0,0.0,0.0,0
2016,11,306,0,-1.0,1,7.85,71.0,0.0,0.0,0
2016,11,306,1,-1.0,1,8.625,78.75,0.0,0.0,0
2016,11,306,2,10.0,1,11.274999999999999,72.25,0.0,0.0,0
2016,11,306,3,16.0,1,13.274999999999999,76.5,0.0,0.0,0
2016,11,306,4,-12.0,1,13.895,84.6,0.0,0.0,0
2016,11,306,5,-26.0,1,15.425,88.25,0.0,0.0,0
2016,11,307,0,3.0,2,14.375,94.0,0.0,0.0,0
2016,11,307,1,1.0,2,13.975000000000001,93.75,0.0,0.0,0
2016,11,307,2,8.0,2,16.975,76.5,0.0,0.0,0
2016,11,307,3,10.0,2,16.85,74.75,1.0,0.0,0
2016,11,307,4,-14.0,2,14.2,87.0,4.0,0.0,0
2016,11,307,5,-20.0,2,13.225,93.5,1.0,0.0,0
2016,11,308,0,1.0,3,13.0,96.0,2.0,0.0,0
2016,11,308,1,2.0,3,11.325,90.75,2.0,0.0,0
2016,11,308,2,3.0,3,11.399999999999999,81.75,0.0,0.0,0
2016,11,308,3,21.0,3,14.249999999999998,62.5,0.0,0.0,0
2016,11,308,4,-16.0,3,12.350000000000001,68.25,0.0,0.0,0
2016,11,308,5,-12.0,3,9.6,73.75,0.0,0.0,0
2016,11,309,0,-5.0,4,7.325,77.5,0.0,0.0,0
2016,11,309,1,1.0,4,5.475,81.25,0.0,0.0,0
2016,11,309,2,11.0,4,6.949999999999999,72.5,0.0,0.0,0
2016,11,309,3,-5.0,4,10.5,61.75,0.0,0.0,0
2016,11,309,4,-9.0,4,10.925,56.0,0.0,0.0,0
2016,11,309,5,-28.0,4,8.375,72.25,0.0,0.0,0
2016,11,310,0,6.0,5,9.100000000000001,74.25,0.0,0.0,0
2016,11,310,1,4.0,5,8.55,83.25,0.0,0.0,0
2016,11,310,2,-2.0,5,11.55,78.75,0.0,0.0,0
2016,11,310,3,-6.0,5,15.075,65.25,0.0,0.0,0
2016,11,310,4,-2.0,5,14.5,66.25,0.0,0.0,0
2016,11,310,5,-11.0,5,11.75,77.5,0.0,0.0,0
2016,11,311,0,6.0,6,10.25,79.0,0.0,0.0,0
2016,11,311,1,4.0,6,8.299999999999999,69.0,0.0,0.0,0
2016,11,311,2,-1.0,6,9.6,59.0,0.0,0.0,0
2016,11,311,3,-1.0,6,10.5,63.0,0.0,0.0,0
2016,11,311,4,1.0,6,9.775,67.25,0.0,0.0,0
2016,11,311,5,-13.0,6,8.15,79.75,0.0,0.0,0
2016,11,312,0,0.0,0,7.3,93.75,0.0,0.0,0
2016,11,312,1,0.0,0,5.5249999999999995,95.25,0.0,0.0,0
2016,11,312,2,0.0,0,9.5,84.0,0.0,0.0,0
2016,11,312,3,0.0,0,13.0,74.75,0.0,0.0,0
2016,11,312,4,0.0,0,11.875,87.25,0.0,0.0,0
2016,11,312,5,0.0,0,10.05,95.25,0.0,0.0,0
2016,11,313,0,0.0,1,7.775,97.5,0.0,0.0,0
2016,11,313,1,0.0,1,7.925000000000001,96.0,0.0,0.0,0
2016,11,313,2,0.0,1,10.8,85.25,0.0,0.0,0
2016,11,313,3,0.0,1,13.749999999999998,80.5,0.0,0.0,0
2016,11,313,4,0.0,1,12.95,89.75,4.0,0.0,0
2016,11,313,5,0.0,1,12.175,89.25,1.0,0.0,0
2016,11,314,0,0.0,2,11.425,85.0,0.0,0.0,0
2016,11,314,1,0.0,2,7.925,76.5,0.0,0.0,0
2016,11,314,2,0.0,2,7.575,66.25,0.0,0.0,0
2016,11,314,3,0.0,2,7.375,61.25,0.0,0.0,0
2016,11,314,4,0.0,2,5.95,64.5,0.0,0.0,0
2016,11,314,5,0.0,2,4.374999999999999,74.0,0.0,0.0,0
2016,11,315,0,8.0,3,3.4,82.0,0.0,0.0,0
2016,11,315,1,1.0,3,4.699999999999999,86.0,0.0,0.0,0
2016,11,315,2,5.0,3,8.6,73.0,0.0,0.0,0
2016,11,315,3,5.0,3,14.125,59.0,0.0,0.0,0
2016,11,315,4,-21.0,3,12.274999999999999,68.25,0.0,0.0,0
2016,11,315,5,-38.0,3,12.225,59.0,0.0,0.0,0
